cliente,data_venda,genero,produto,preco,quantidade,total,tempo_entrega,cidade
João silva,2023-11-21,,Mouse,3500.0,1,100,,Belo horizonte
João silva,2024-08-27,,Mouse,800.0,2,121,0:00:58,Rio de janeiro
João silva,2024-04-28,Masculino,Monitor,800.0,2,2400,0:01:09,São paulo
Carlos lima,2023-04-03,,Mouse,3500.0,0,10500,,Belo horizonte
Ana clara,2023-12-05,Masculino,Mouse,3500.0,3,7002,02:45:41,Porto alegre
Maria souza,0023-07-06,Masculino,Cadeira,1200.0,0,1600,,São paulo
Carlos lima,2023-06-12,Masculino,Mouse,1200.0,2,3500,0:03:19,São paulo
Ana clara,2024-03-13,,Teclado,3500.0,3,7000,00:06:22,Rio de janeiro
Ana clara,2023-03-03,,Teclado,120.0,3,2400,02:07:19,Rio de janeiro
João silva,2024-05-19,,Notebook,1200.0,3,,02:28:21,Porto alegre
Carlos lima,2024-12-28,Masculino,Teclado,120.0,1,,,Belo horizonte
João silva,2023-02-27,Masculino,Notebook,3500.0,0,120,,Porto alegre
Maria souza,0023-05-21,Masculino,Teclado,50.0,3,360,00:21:35,Curitiba
João silva,0023-12-20,,Mouse,800.0,1,200,,Curitiba
Maria souza,2023-12-15,,Cadeira,800.0,0,150,,Rio de janeiro
Pedro alves,2023-03-22,Masculino,Mouse,50.0,0,10500,,Rio de janeiro
Carlos lima,2023-11-27,,Teclado,1200.0,3,50,00:14:25,Curitiba
Ana clara,0023-05-07,Masculino,Cadeira,1200.0,2,2400,0:03:11,Curitiba
Carlos lima,2023-06-17,,Notebook,1200.0,2,2400,0:02:03,Rio de janeiro
Carlos lima,2023-11-06,Masculino,Monitor,3500.0,3,127,02:41:42,Porto alegre
João silva,2023-03-24,Masculino,Teclado,1200.0,0,,,Porto alegre
Ana clara,2023-04-22,Masculino,Notebook,800.0,2,1569,0:03:11,Porto alegre
Maria souza,2024-09-18,,Cadeira,50.0,3,2400,01:43:41,Curitiba
Carlos lima,2023-10-11,Masculino,Monitor,120.0,1,240,,Belo horizonte
Carlos lima,0023-10-22,,Teclado,120.0,0,,,São paulo
Ana clara,2024-03-22,Masculino,Notebook,1200.0,2,831,0:00:24,Belo horizonte
João silva,2023-04-21,Masculino,Monitor,3500.0,3,240,02:34:49,Rio de janeiro
João silva,2023-07-28,,Cadeira,1200.0,0,1200,,Porto alegre
Carlos lima,0023-12-26,Masculino,Mouse,3500.0,3,102,02:32:19,Curitiba
João silva,2024-04-04,,Mouse,50.0,2,240,0:00:23,Rio de janeiro
Pedro alves,0023-03-28,,Monitor,120.0,3,,00:40:02,Rio de janeiro
Carlos lima,2024-01-14,Masculino,Cadeira,3500.0,3,240,02:23:47,Rio de janeiro
Carlos lima,2023-12-15,Masculino,Cadeira,3500.0,2,,0:02:46,Belo horizonte
Maria souza,0023-05-18,Masculino,Teclado,1200.0,1,240,,Rio de janeiro
Pedro alves,2024-10-26,,Monitor,120.0,1,,,Curitiba
Carlos lima,0023-06-09,Masculino,Teclado,1200.0,3,50,00:11:54,Curitiba
Pedro alves,2024-04-05,Masculino,Notebook,1200.0,1,3600,,Rio de janeiro
Ana clara,0023-03-10,,Teclado,3500.0,0,100,,Rio de janeiro
Ana clara,2024-05-15,Masculino,Teclado,800.0,3,,00:01:52,Curitiba
Carlos lima,2024-07-11,Masculino,Teclado,50.0,1,50,,Porto alegre
Ana clara,0024-06-09,,Notebook,1200.0,1,1624,,Porto alegre
Ana clara,2023-01-09,,Teclado,50.0,0,1200,,São paulo
João silva,2023-12-09,Masculino,Teclado,1200.0,2,2400,0:01:41,Belo horizonte
Pedro alves,2024-02-04,Masculino,Monitor,800.0,0,50,,Porto alegre
Ana clara,2023-04-13,,Teclado,120.0,0,,,São paulo
Ana clara,0023-12-21,Masculino,Mouse,3500.0,1,3500,,São paulo
Carlos lima,2023-10-15,,Notebook,1200.0,1,50,,Belo horizonte
Maria souza,2023-03-08,,Mouse,3500.0,1,10500,,Curitiba
Maria souza,0023-12-24,,Mouse,120.0,0,240,,Porto alegre
Maria souza,2023-11-05,Masculino,Notebook,800.0,3,7000,00:19:55,Curitiba
Maria souza,2024-11-22,Masculino,Monitor,800.0,2,3500,0:03:37,Curitiba
Carlos lima,0024-01-20,Masculino,Notebook,800.0,3,2400,01:10:46,São paulo
Ana clara,0023-08-10,Masculino,Teclado,3500.0,3,,00:11:21,São paulo
João silva,2024-03-15,Masculino,Monitor,800.0,3,240,00:35:37,Belo horizonte
João silva,2023-05-13,,Teclado,50.0,0,,,São paulo
Maria souza,2024-01-05,Masculino,Monitor,50.0,1,,,Rio de janeiro
Ana clara,0023-12-11,Masculino,Notebook,3500.0,1,10500,,São paulo
João silva,2023-02-28,Masculino,Teclado,1200.0,3,120,01:29:49,Porto alegre
Carlos lima,0024-04-16,,Monitor,800.0,1,2400,,Belo horizonte
João silva,2023-07-22,Masculino,Cadeira,3500.0,2,2400,0:01:25,Belo horizonte
Carlos lima,2024-02-20,,Mouse,1200.0,3,780,02:21:18,São paulo
Carlos lima,2024-02-09,Masculino,Mouse,3500.0,3,7000,00:40:32,São paulo
Ana clara,2023-09-19,,Mouse,120.0,0,800,,Porto alegre
Ana clara,2023-10-15,Masculino,Notebook,120.0,1,360,,Rio de janeiro
Ana clara,2024-07-19,,Mouse,3500.0,0,3500,,São paulo
Ana clara,2023-08-15,Masculino,Teclado,120.0,3,1600,01:18:35,Rio de janeiro
Ana clara,2023-10-02,,Notebook,3500.0,0,,,Belo horizonte
João silva,2023-08-13,,Mouse,120.0,2,240,0:00:59,Porto alegre
João silva,0023-10-12,,Cadeira,800.0,3,,02:08:37,Rio de janeiro
Maria souza,2024-01-22,,Notebook,800.0,1,7000,,São paulo
Ana clara,2023-08-16,,Monitor,50.0,3,,01:52:50,São paulo
João silva,2024-04-22,,Teclado,1200.0,2,3600,0:02:14,Rio de janeiro
Carlos lima,0023-09-09,,Cadeira,1200.0,2,2400,0:00:49,Curitiba
Pedro alves,0023-11-07,,Mouse,800.0,0,2400,,Rio de janeiro
Pedro alves,2024-10-20,,Mouse,800.0,1,7000,,Porto alegre
Maria souza,0023-07-16,,Mouse,800.0,2,2390,0:02:05,Belo horizonte
Maria souza,2024-01-27,Masculino,Teclado,120.0,3,50,00:58:24,Belo horizonte
Carlos lima,2023-03-23,,Notebook,3500.0,2,1609,0:00:33,Rio de janeiro
Carlos lima,2024-05-12,,Cadeira,800.0,3,1600,00:12:21,Curitiba
Pedro alves,2023-10-09,,Teclado,800.0,2,,0:01:25,Curitiba
Ana clara,2024-07-19,,Mouse,1200.0,1,800,,Belo horizonte
João silva,2023-01-26,,Monitor,3500.0,2,240,0:02:59,Curitiba
Carlos lima,0024-03-08,,Teclado,50.0,0,100,,São paulo
Carlos lima,0024-09-12,Masculino,Teclado,800.0,1,3500,,Porto alegre
Maria souza,2023-01-03,Masculino,Teclado,120.0,1,,,Belo horizonte
Carlos lima,2023-05-28,,Notebook,50.0,1,240,,Belo horizonte
Carlos lima,0023-05-14,Masculino,Monitor,3500.0,3,,00:24:34,Curitiba
Maria souza,2024-04-01,Masculino,Mouse,3500.0,3,10500,01:30:38,Porto alegre
Pedro alves,0024-03-11,,Cadeira,800.0,1,2387,,Belo horizonte
Carlos lima,0023-12-28,Masculino,Mouse,3500.0,1,,,Porto alegre
Carlos lima,0023-02-19,Masculino,Teclado,3500.0,3,100,02:36:10,São paulo
Maria souza,0024-02-07,Masculino,Teclado,1200.0,3,6964,01:02:35,Rio de janeiro
Carlos lima,0024-11-05,Masculino,Cadeira,3500.0,1,120,,Belo horizonte
Carlos lima,2023-07-23,Masculino,Notebook,800.0,2,,0:02:13,Rio de janeiro
Pedro alves,0023-03-27,Masculino,Notebook,1200.0,1,134,,Rio de janeiro
Pedro alves,0023-05-13,Masculino,Mouse,120.0,0,240,,Curitiba
Pedro alves,0023-01-16,Masculino,Notebook,800.0,3,,00:26:22,Belo horizonte
Maria souza,0023-12-27,,Teclado,3500.0,0,159,,Porto alegre
Maria souza,2024-09-05,Masculino,Notebook,1200.0,1,,,Rio de janeiro
Pedro alves,2024-06-08,,Monitor,3500.0,3,95,00:59:30,Porto alegre
Maria souza,2024-04-07,Masculino,Teclado,120.0,1,,,Belo horizonte
Ana clara,2024-04-14,Masculino,Notebook,50.0,3,360,02:58:22,Porto alegre
Ana clara,2023-05-11,Masculino,Monitor,1200.0,0,,,São paulo
Maria souza,2024-11-16,,Mouse,800.0,2,800,0:01:50,Belo horizonte
Carlos lima,2024-07-11,,Monitor,1200.0,2,1200,0:03:01,São paulo
Ana clara,2024-12-10,,Notebook,800.0,1,100,,Curitiba
Pedro alves,2024-02-15,,Mouse,120.0,1,,,Curitiba
Pedro alves,2024-04-01,Masculino,Notebook,800.0,3,,02:44:27,Curitiba
Pedro alves,0023-05-08,,Notebook,800.0,3,1200,00:09:37,Belo horizonte
Pedro alves,0024-12-08,Masculino,Notebook,3500.0,0,831,,Curitiba
João silva,0024-02-28,Masculino,Mouse,50.0,3,360,02:21:43,Belo horizonte
João silva,0023-07-05,,Cadeira,3500.0,1,100,,Porto alegre
João silva,2023-05-09,,Mouse,1200.0,0,140,,Rio de janeiro
Carlos lima,0024-03-23,Masculino,Teclado,3500.0,0,230,,Rio de janeiro
Carlos lima,2023-01-27,Masculino,Monitor,50.0,0,10500,,Belo horizonte
Maria souza,0024-12-04,Masculino,Monitor,50.0,0,3500,,São paulo
Ana clara,2024-03-13,,Cadeira,120.0,2,,0:02:56,São paulo
Pedro alves,2024-02-08,,Mouse,800.0,0,50,,São paulo
Ana clara,2023-09-16,Masculino,Notebook,120.0,3,100,00:36:05,Rio de janeiro
Ana clara,0024-06-16,,Notebook,800.0,0,,,São paulo
Ana clara,2024-05-11,Masculino,Monitor,1200.0,2,240,0:03:42,São paulo
Pedro alves,2024-03-16,Masculino,Teclado,50.0,2,100,0:00:27,Porto alegre
João silva,0023-11-20,Masculino,Cadeira,50.0,1,1200,,Curitiba
João silva,2023-07-02,Masculino,Mouse,3500.0,3,100,00:28:37,São paulo
Carlos lima,2024-04-27,Masculino,Mouse,800.0,0,7000,,Rio de janeiro
Maria souza,0023-09-01,,Monitor,800.0,3,7000,02:35:48,Porto alegre
João silva,2023-11-24,,Cadeira,800.0,2,150,0:02:45,Belo horizonte
João silva,2023-09-15,Masculino,Notebook,800.0,0,120,,Porto alegre
João silva,2023-10-17,Masculino,Teclado,3500.0,2,,0:02:02,Rio de janeiro
João silva,2024-08-12,Masculino,Teclado,1200.0,3,1235,01:30:39,Belo horizonte
João silva,2024-06-27,,Notebook,1200.0,1,,,São paulo
Maria souza,2023-01-05,Masculino,Teclado,3500.0,2,,0:02:10,Rio de janeiro
Carlos lima,0024-02-11,Masculino,Mouse,50.0,1,,,Belo horizonte
Ana clara,2023-03-24,,Monitor,120.0,1,,,Curitiba
Pedro alves,2023-11-20,,Teclado,800.0,0,120,,Rio de janeiro
Ana clara,2024-06-15,Masculino,Notebook,50.0,1,100,,São paulo
Maria souza,2023-01-02,Masculino,Monitor,800.0,1,7000,,Rio de janeiro
Maria souza,2023-11-13,Masculino,Monitor,1200.0,1,120,,Rio de janeiro
Ana clara,2023-09-14,,Mouse,3500.0,2,1600,0:03:55,Curitiba
Ana clara,0023-03-02,Masculino,Monitor,120.0,1,7000,,São paulo
Pedro alves,2023-07-26,Masculino,Monitor,800.0,3,7000,02:42:53,Porto alegre
Ana clara,2024-07-14,Masculino,Teclado,120.0,3,120,02:51:43,Rio de janeiro
Pedro alves,2023-06-08,,Mouse,120.0,3,3500,00:00:31,Porto alegre
Pedro alves,2024-10-12,,Notebook,50.0,1,240,,Porto alegre
Carlos lima,2024-02-14,Masculino,Mouse,800.0,2,2400,0:00:16,Belo horizonte
Ana clara,2023-08-05,Masculino,Monitor,3500.0,3,50,00:46:20,São paulo
João silva,2023-08-23,Masculino,Mouse,120.0,3,2400,02:44:12,São paulo
Carlos lima,2024-03-12,Masculino,Cadeira,120.0,0,1563,,Belo horizonte
João silva,2024-05-19,Masculino,Cadeira,120.0,0,150,,Belo horizonte
Pedro alves,0023-10-02,Masculino,Mouse,800.0,2,240,0:01:23,São paulo
Carlos lima,2024-11-06,,Notebook,800.0,1,7000,,São paulo
João silva,2024-02-21,,Cadeira,120.0,0,3500,,Belo horizonte
João silva,0023-04-22,Masculino,Teclado,50.0,2,143,0:00:56,São paulo
Pedro alves,2023-11-12,,Teclado,1200.0,3,,00:09:23,Curitiba
Pedro alves,2023-06-14,,Monitor,120.0,0,10500,,Rio de janeiro
Maria souza,2024-02-13,Masculino,Teclado,120.0,1,3500,,Curitiba
Carlos lima,2023-09-26,Masculino,Cadeira,3500.0,3,,01:24:29,Belo horizonte
Carlos lima,2024-03-28,,Mouse,800.0,3,,01:21:49,Curitiba
Carlos lima,2023-11-07,Masculino,Notebook,1200.0,2,,0:01:00,Curitiba
João silva,2024-09-28,Masculino,Mouse,50.0,0,1174,,Belo horizonte
Ana clara,2023-01-03,Masculino,Mouse,120.0,1,120,,São paulo
Maria souza,0023-06-16,Masculino,Cadeira,800.0,1,,,Belo horizonte
Ana clara,2024-10-10,,Mouse,50.0,0,10500,,Belo horizonte
Ana clara,2024-08-04,Masculino,Cadeira,800.0,1,100,,Belo horizonte
Maria souza,2023-11-26,Masculino,Teclado,50.0,3,150,02:29:25,Porto alegre
Ana clara,2023-08-14,,Teclado,800.0,0,113,,Curitiba
Pedro alves,0023-07-15,,Cadeira,800.0,0,10500,,Rio de janeiro
João silva,2024-07-13,Masculino,Notebook,1200.0,2,2400,0:01:40,São paulo
Maria souza,0023-02-12,,Teclado,50.0,3,10500,02:55:03,Curitiba
Ana clara,0024-01-06,,Monitor,800.0,1,,,Curitiba
Pedro alves,0023-12-14,,Notebook,3500.0,0,2400,,Rio de janeiro
Pedro alves,2024-08-08,Masculino,Teclado,120.0,0,2400,,Belo horizonte
Maria souza,0024-10-15,Masculino,Monitor,3500.0,0,50,,Rio de janeiro
Carlos lima,2023-01-04,Masculino,Monitor,800.0,2,,0:01:03,Belo horizonte
Carlos lima,2023-11-09,,Mouse,120.0,0,7000,,Curitiba
João silva,2023-08-08,,Teclado,1200.0,2,10500,0:02:52,São paulo
Pedro alves,2023-12-13,Masculino,Monitor,800.0,0,3569,,Rio de janeiro
Carlos lima,2024-10-23,,Notebook,120.0,3,2400,01:59:59,São paulo
Ana clara,0024-08-06,,Teclado,3500.0,0,800,,Porto alegre
Ana clara,0024-10-15,,Notebook,120.0,3,130,02:26:35,Belo horizonte
Pedro alves,2024-04-19,,Mouse,3500.0,2,7044,0:02:05,Rio de janeiro
Pedro alves,2023-09-06,,Cadeira,120.0,0,2400,,Rio de janeiro
Maria souza,2023-02-26,Masculino,Notebook,1200.0,3,2400,00:28:58,Porto alegre
Maria souza,2024-02-04,Masculino,Mouse,1200.0,1,7000,,Belo horizonte
Ana clara,2023-11-22,,Teclado,1200.0,1,120,,Belo horizonte
Ana clara,2023-05-14,Masculino,Monitor,3500.0,3,1200,01:30:01,Rio de janeiro
João silva,2023-10-06,Masculino,Notebook,1200.0,2,150,0:02:44,Belo horizonte
Pedro alves,2024-11-13,Masculino,Monitor,120.0,1,1200,,Porto alegre
Pedro alves,0023-12-25,Masculino,Notebook,50.0,1,1600,,Curitiba
Maria souza,2024-02-18,Masculino,Cadeira,50.0,2,23,0:01:15,Rio de janeiro
João silva,2023-03-04,,Monitor,3500.0,2,3600,0:02:47,São paulo
João silva,0023-04-20,Masculino,Notebook,120.0,2,7000,0:02:29,Belo horizonte
Pedro alves,2023-03-15,,Cadeira,120.0,3,,00:12:16,Porto alegre
Pedro alves,2023-03-02,Masculino,Monitor,800.0,3,1200,02:49:44,Rio de janeiro
Ana clara,2024-04-27,Masculino,Cadeira,3500.0,3,,02:15:28,Curitiba
João silva,2023-11-13,,Teclado,1200.0,2,,0:02:11,Belo horizonte
Ana clara,2024-04-20,Masculino,Mouse,1200.0,0,120,,Rio de janeiro
Carlos lima,2023-06-14,,Teclado,800.0,1,2400,,São paulo
Pedro alves,2024-12-22,Masculino,Mouse,120.0,3,150,01:18:24,São paulo
João silva,2024-12-26,,Notebook,3500.0,0,3473,,Rio de janeiro
Maria souza,0023-10-26,,Cadeira,800.0,2,10500,0:02:05,Rio de janeiro
Maria souza,0023-11-17,,Cadeira,1200.0,2,6971,0:03:22,Curitiba
João silva,2024-01-17,Masculino,Cadeira,3500.0,0,1603,,Belo horizonte
Ana clara,0023-05-27,Masculino,Cadeira,120.0,2,1200,0:02:15,Rio de janeiro
Maria souza,2024-09-07,Masculino,Teclado,3500.0,3,,01:05:20,Porto alegre
Ana clara,0023-02-19,Masculino,Notebook,3500.0,3,10500,00:15:33,Porto alegre
Ana clara,0024-03-10,Masculino,Notebook,120.0,1,,,Rio de janeiro
João silva,2023-07-14,Masculino,Mouse,50.0,1,150,,Rio de janeiro
Pedro alves,2023-10-25,Masculino,Mouse,1200.0,1,3500,,Curitiba
Carlos lima,0023-09-25,Masculino,Mouse,120.0,1,10500,,Belo horizonte
João silva,0024-12-24,,Notebook,50.0,3,2400,02:37:23,Belo horizonte
João silva,2023-01-18,Masculino,Notebook,120.0,2,100,0:00:54,Curitiba
João silva,2024-01-11,,Mouse,800.0,3,794,00:09:33,São paulo
Maria souza,2024-11-02,Masculino,Teclado,800.0,1,,,Rio de janeiro
Maria souza,2023-06-11,Masculino,Cadeira,50.0,1,1600,,Curitiba
Ana clara,2024-03-23,,Monitor,120.0,2,2401,0:00:38,Belo horizonte
Maria souza,0024-04-10,Masculino,Teclado,3500.0,1,100,,Curitiba
Pedro alves,2023-07-11,Masculino,Teclado,1200.0,1,1200,,São paulo
Ana clara,2024-07-10,,Notebook,800.0,3,150,01:19:19,Curitiba
Maria souza,2023-02-12,,Monitor,50.0,2,86,0:00:25,Porto alegre
Maria souza,0024-08-05,,Notebook,1200.0,2,7000,0:01:41,Porto alegre
Carlos lima,2024-12-21,,Teclado,800.0,0,,,Rio de janeiro
Ana clara,2023-03-14,Masculino,Monitor,3500.0,3,150,00:45:31,Belo horizonte
Carlos lima,2024-11-28,Masculino,Notebook,120.0,2,240,0:02:08,São paulo
Pedro alves,0023-03-19,Masculino,Teclado,3500.0,2,800,0:01:08,Porto alegre
Carlos lima,2023-03-03,,Monitor,120.0,2,,0:02:00,Rio de janeiro
João silva,2024-12-13,Masculino,Notebook,800.0,2,,0:01:16,Curitiba
João silva,2023-02-09,,Mouse,3500.0,1,2384,,Curitiba
Maria souza,2023-11-12,Masculino,Monitor,120.0,2,1200,0:02:22,São paulo
Pedro alves,0023-12-10,,Mouse,1200.0,3,120,01:31:32,São paulo
Pedro alves,2024-11-07,Masculino,Cadeira,3500.0,0,7000,,Rio de janeiro
Ana clara,2024-01-19,Masculino,Notebook,800.0,2,7000,0:02:08,São paulo
Ana clara,0024-07-12,,Cadeira,800.0,2,360,0:01:55,São paulo
Ana clara,2023-09-28,,Teclado,50.0,2,150,0:01:14,Curitiba
João silva,2023-03-13,,Cadeira,800.0,2,264,0:01:37,Belo horizonte
Ana clara,2023-08-07,Masculino,Teclado,3500.0,1,240,,Curitiba
Carlos lima,2024-01-10,Masculino,Cadeira,50.0,3,,00:31:48,Belo horizonte
Carlos lima,2023-11-25,,Monitor,120.0,1,10500,,Curitiba
Maria souza,0024-07-04,Masculino,Mouse,800.0,3,360,01:39:58,Rio de janeiro
Ana clara,0023-02-10,Masculino,Mouse,120.0,1,,,São paulo
João silva,2024-03-20,,Mouse,3500.0,0,150,,Belo horizonte
João silva,2024-07-02,Masculino,Teclado,50.0,0,269,,São paulo
Carlos lima,2023-08-27,Masculino,Notebook,800.0,3,240,02:07:33,São paulo
Maria souza,2023-12-11,Masculino,Notebook,120.0,0,800,,Rio de janeiro
Pedro alves,2024-07-01,,Notebook,50.0,2,43,0:02:32,Porto alegre
Maria souza,2024-02-18,,Mouse,50.0,1,1154,,Rio de janeiro
Ana clara,0024-06-03,,Cadeira,800.0,2,,0:00:54,Curitiba
Ana clara,2024-09-21,,Mouse,120.0,0,158,,Belo horizonte
Pedro alves,0024-11-10,,Mouse,3500.0,3,240,01:02:20,Curitiba
Pedro alves,0023-12-05,,Notebook,120.0,0,,,São paulo
Ana clara,2023-01-26,Masculino,Notebook,3500.0,0,100,,Belo horizonte
João silva,2024-12-25,Masculino,Mouse,50.0,0,120,,Rio de janeiro
Carlos lima,0024-10-22,,Teclado,800.0,2,1600,0:01:18,Curitiba
Maria souza,2024-06-28,,Monitor,3500.0,1,1554,,Curitiba
Pedro alves,2024-01-03,Masculino,Monitor,800.0,0,100,,Curitiba
Pedro alves,2023-02-18,Masculino,Notebook,800.0,2,1200,0:02:13,Belo horizonte
Ana clara,2023-11-21,Masculino,Mouse,800.0,0,3500,,Belo horizonte
Pedro alves,2024-04-08,Masculino,Mouse,3500.0,1,,,São paulo
Maria souza,0023-03-25,,Teclado,3500.0,0,10524,,Curitiba
Maria souza,2024-01-21,Masculino,Notebook,3500.0,3,2400,01:27:33,São paulo
Ana clara,0023-09-20,,Teclado,800.0,1,2400,,Belo horizonte
Pedro alves,0024-12-10,Masculino,Mouse,50.0,1,1600,,Rio de janeiro
Pedro alves,0023-03-05,,Mouse,1200.0,2,7000,0:03:10,São paulo
Pedro alves,0024-01-10,,Monitor,120.0,2,50,0:02:45,Curitiba
João silva,2024-06-20,Masculino,Teclado,120.0,0,142,,Rio de janeiro
João silva,2024-07-24,Masculino,Monitor,3500.0,1,,,Curitiba
Pedro alves,2024-02-08,Masculino,Teclado,120.0,0,2400,,São paulo
Ana clara,2023-05-22,,Notebook,1200.0,0,10500,,Curitiba
João silva,2024-09-05,Masculino,Monitor,50.0,1,50,,Rio de janeiro
João silva,0023-12-22,,Teclado,1200.0,1,10500,,Rio de janeiro
João silva,2024-12-25,Masculino,Teclado,3500.0,1,3500,,Curitiba
Maria souza,2023-07-21,,Teclado,3500.0,3,3600,00:41:13,Porto alegre
Carlos lima,0023-05-24,,Monitor,50.0,0,3500,,Porto alegre
Pedro alves,2023-06-24,,Cadeira,120.0,3,,00:40:19,Belo horizonte
João silva,2024-05-28,,Mouse,3500.0,1,197,,Porto alegre
Ana clara,2024-04-08,Masculino,Mouse,3500.0,3,240,02:57:29,Curitiba
João silva,2023-03-09,Masculino,Teclado,800.0,2,7000,0:03:26,São paulo
Ana clara,2023-06-15,,Mouse,3500.0,1,800,,São paulo
Pedro alves,2023-03-06,Masculino,Monitor,3500.0,3,7000,01:56:39,São paulo
Pedro alves,2024-03-25,,Notebook,800.0,1,3500,,Rio de janeiro
Ana clara,2023-05-21,,Cadeira,800.0,0,1600,,Porto alegre
João silva,0024-11-27,,Monitor,1200.0,1,7000,,Curitiba
Pedro alves,2024-04-05,Masculino,Cadeira,800.0,1,,,Belo horizonte
João silva,2023-08-09,,Monitor,3500.0,1,10500,,Belo horizonte
Pedro alves,2023-12-10,,Notebook,800.0,1,1600,,Belo horizonte
Carlos lima,2023-11-04,Masculino,Notebook,120.0,3,120,02:06:30,Porto alegre
Maria souza,2024-03-20,,Mouse,800.0,2,,0:02:43,Porto alegre
Carlos lima,2023-10-25,Masculino,Mouse,50.0,1,1200,,Curitiba
Carlos lima,2023-06-21,Masculino,Teclado,50.0,0,3600,,Porto alegre
Carlos lima,2024-10-12,,Cadeira,50.0,3,240,02:00:37,São paulo
Maria souza,2023-12-28,,Cadeira,120.0,2,50,0:03:39,Rio de janeiro
Carlos lima,2024-12-23,Masculino,Cadeira,120.0,3,2400,02:26:03,Porto alegre
João silva,2024-11-22,,Mouse,50.0,3,10500,02:21:09,Rio de janeiro
João silva,2023-06-19,Masculino,Cadeira,120.0,1,,,Porto alegre
Carlos lima,2024-10-04,,Mouse,50.0,1,100,,Porto alegre
João silva,2024-01-17,,Cadeira,1200.0,3,3600,02:08:44,Curitiba
Ana clara,0024-12-09,Masculino,Teclado,50.0,1,800,,São paulo
Maria souza,2023-04-22,Masculino,Teclado,3500.0,2,,0:00:50,Belo horizonte
Pedro alves,2023-01-20,,Notebook,3500.0,3,3500,01:46:52,Porto alegre
Ana clara,2023-01-28,,Monitor,800.0,1,1600,,Rio de janeiro
João silva,0024-02-14,Masculino,Mouse,800.0,0,120,,Curitiba
Ana clara,0024-03-10,,Teclado,3500.0,2,,0:03:14,São paulo
Pedro alves,2023-04-28,Masculino,Teclado,3500.0,2,,0:00:38,Belo horizonte
João silva,2024-03-04,,Notebook,800.0,0,2450,,Belo horizonte
João silva,2024-05-14,Masculino,Mouse,120.0,2,10500,0:03:30,Belo horizonte
Pedro alves,2023-05-26,,Teclado,50.0,3,120,02:23:03,Rio de janeiro
Maria souza,2023-04-12,Masculino,Mouse,120.0,1,1200,,São paulo
João silva,0024-05-10,Masculino,Monitor,1200.0,1,240,,São paulo
Pedro alves,2024-01-22,Masculino,Notebook,800.0,1,2400,,São paulo
Pedro alves,2024-04-01,,Mouse,120.0,1,1600,,Porto alegre
João silva,2024-05-10,Masculino,Teclado,120.0,3,1200,01:09:48,Belo horizonte
João silva,0023-03-04,Masculino,Monitor,120.0,1,,,Curitiba
Maria souza,2023-11-23,,Cadeira,120.0,0,115,,Rio de janeiro
Ana clara,2024-09-08,Masculino,Mouse,1200.0,1,50,,Rio de janeiro
Pedro alves,2023-08-10,,Monitor,50.0,3,1200,02:46:50,Rio de janeiro
Carlos lima,2023-02-01,,Monitor,50.0,2,800,0:03:20,Rio de janeiro
Ana clara,2024-01-24,Masculino,Mouse,800.0,2,800,0:01:58,Curitiba
Ana clara,2023-07-28,,Notebook,50.0,3,2400,02:45:35,Belo horizonte
Pedro alves,2024-09-09,,Mouse,3500.0,2,7,0:01:04,Belo horizonte
Carlos lima,2023-11-21,Masculino,Monitor,3500.0,3,3600,02:04:52,Curitiba
Ana clara,2024-08-08,Masculino,Cadeira,1200.0,1,120,,Curitiba
Maria souza,2024-03-07,,Cadeira,120.0,2,1200,0:03:56,Belo horizonte
Maria souza,2024-02-15,,Notebook,120.0,1,120,,Belo horizonte
João silva,2023-07-07,Masculino,Teclado,800.0,2,141,0:00:22,Belo horizonte
João silva,2023-03-11,Masculino,Mouse,50.0,0,240,,São paulo
Maria souza,2023-09-28,,Notebook,3500.0,0,3600,,Curitiba
João silva,0023-10-24,,Notebook,800.0,1,1600,,Rio de janeiro
Ana clara,0023-01-01,Masculino,Teclado,800.0,2,122,0:02:15,Curitiba
Pedro alves,2024-11-01,,Cadeira,50.0,3,10500,00:51:47,Curitiba
Carlos lima,0024-05-24,Masculino,Cadeira,50.0,1,,,São paulo
João silva,0023-07-12,,Cadeira,50.0,2,800,0:02:05,Curitiba
Maria souza,2024-11-08,Masculino,Mouse,1200.0,3,150,00:27:58,São paulo
João silva,0024-06-12,Masculino,Monitor,800.0,0,120,,Belo horizonte
Carlos lima,2023-11-11,,Mouse,1200.0,0,1584,,Curitiba
Maria souza,2024-06-02,,Teclado,800.0,0,2351,,São paulo
João silva,2023-12-24,,Mouse,1200.0,1,138,,São paulo
Pedro alves,0024-07-09,Masculino,Teclado,1200.0,2,1225,0:00:39,Rio de janeiro
Pedro alves,2023-01-20,Masculino,Cadeira,120.0,3,2400,02:45:47,Curitiba
Ana clara,2024-12-12,,Cadeira,120.0,2,240,0:00:22,Rio de janeiro
João silva,2024-12-20,Masculino,Notebook,3500.0,2,120,0:00:44,São paulo
Ana clara,2024-03-24,,Cadeira,50.0,3,120,00:21:58,São paulo
Ana clara,2023-07-19,,Monitor,120.0,3,1600,01:42:07,Belo horizonte
