id_venda,data_venda,cliente,genero,produto,preco,quantidade,total,tempo_entrega,cidade
309,08-12-2023,Carlos Lima,Masculino,Teclado,R$50,2,,,Belo Horizonte
310,21-03-2024,Carlos Lima,M,Mouse,800,1,1200,163m,Curitiba
311,23/11/24,Maria Souza,m,Notebook,R$1200,2,2368,2h 24m,Belo Horizonte
312,2023/10/11,,Feminino,Monitor,3500,3,,,Belo Horizonte
313,22-06-2023,,f,Mouse,50,1,1235,,São Paulo
314,2023-02-27,,f,Notebook,50,3,,2:41:01,São Paulo
315,28/01/23,Ana Clara,F,Monitor,R$1200,2,2400,,Belo Horizonte
316,22/02/23,Carlos Lima,Masculino,Monitor,R$50,2,197,22m,Curitiba
317,28-04-2024,Maria Souza,m,Cadeira,R$1200,1,50,60m,Curitiba
318,23-12-2023,Maria Souza,MASCULINO,Cadeira,1200,1,120,1h 11m,Rio de Janeiro
319,2023-10-11,Ana Clara,F,Notebook,R$800,1,1200,45m,São Paulo
320,18-06-2023,,Masculino,Teclado,800,3,3600,2:35:01,Belo Horizonte
321,2024/08/19, João Silva ,Feminino,Teclado,1200,1,120,2h 34m,Belo Horizonte
322,2023-09-07, Pedro Alves ,,Monitor,R$1200,2,,0h 42m,Porto Alegre
323,13/08/23, Pedro Alves ,Feminino,Monitor,"R$ 50,00",2,100,17m,São Paulo
324,2023-12-06, Pedro Alves ,MASCULINO,Mouse,R$3500,3,,101m,Rio de Janeiro
325,2023/04/12,Maria Souza,,Teclado,R$800,2,7000,,Rio de Janeiro
326,2024-11-17,,MASCULINO,Cadeira,1200,1,,,Belo Horizonte
327,2024-05-02, Pedro Alves ,f,Teclado,50,2,240,,Rio de Janeiro
328,2024-01-01, João Silva ,F,Notebook,R$800,2,7000,,Belo Horizonte
329,2023/08/17, Pedro Alves ,Feminino,Notebook,R$800,3,,,Belo Horizonte
330,13/06/24,Maria Souza,M,Teclado,"R$ 3.500,00",1,50,1h 51m,Rio de Janeiro
331,2023/05/17,Carlos Lima,M,Teclado,"R$ 50,00",3,360,,Curitiba
332,2023/10/02,Ana Clara,m,Cadeira,R$50,3,2400,0:30:52,Porto Alegre
333,2023-11-21,Maria Souza,m,Teclado,"R$ 3.500,00",1,1248,65m,Rio de Janeiro
334,2023/03/28, João Silva ,,Monitor,R$800,1,,1:43:18,Curitiba
335,2024-09-23, João Silva ,Feminino,Notebook,R$50,2,2400,63m,São Paulo
336,23-07-2024, Pedro Alves ,M,Teclado,"R$ 120,00",1,,2h 24m,São Paulo
337,2023-04-02,Ana Clara,f,Cadeira,120,2,100,3h 52m,Rio de Janeiro
338,2023-01-08,,f,Notebook,R$1200,2,1600,1:04:53,Curitiba
339,25-12-2024,,MASCULINO,Cadeira,"R$ 3.500,00",1,3500,1h 12m,Rio de Janeiro
340,08/08/24,,M,Cadeira,R$800,1,50,0h 33m,São Paulo
341,21/06/23,Ana Clara,m,Teclado,"R$ 50,00",2,7000,,São Paulo
342,16/05/24,Maria Souza,,Teclado,R$1200,2,248,1:21:10,Porto Alegre
343,09/08/23, Pedro Alves ,MASCULINO,Cadeira,800,3,150,22m,Porto Alegre
344,17/06/23,Maria Souza,Feminino,Monitor,1200,3,2400,,Belo Horizonte
345,2024-11-19, Pedro Alves ,MASCULINO,Monitor,"R$ 50,00",3,,2h 49m,São Paulo
346,2024/10/07, Pedro Alves ,f,Mouse,"R$ 800,00",3,2400,,Belo Horizonte
347,2023/11/21, João Silva ,f,Mouse,3500,2,100,24m,Belo Horizonte
348,27-08-2024, João Silva ,f,Mouse,R$800,2,121,0h 58m,Rio de Janeiro
349,2024/04/28,,m,Monitor,800,2,2400,1h 9m,São Paulo
350,2023/04/03,Carlos Lima,f,Mouse,"R$ 3.500,00",3,10500,,Belo Horizonte
351,2023-12-05,Ana Clara,MASCULINO,Mouse,"R$ 3.500,00",2,7002,2:45:41,Porto Alegre
352,06/07/23,Maria Souza,MASCULINO,Cadeira,R$1200,2,1600,,São Paulo
353,12-06-2023,Carlos Lima,Masculino,Mouse,1200,1,3500,3h 19m,São Paulo
354,2024/03/13,Ana Clara,F,Teclado,3500,2,7000,0:06:22,Rio de Janeiro
355,03-03-2023,,,Teclado,120,2,2400,2:07:19,Rio de Janeiro
356,19-05-2024, João Silva ,F,Notebook,R$1200,1,,2:28:21,Porto Alegre
357,28-12-2024,Carlos Lima,M,Teclado,120,2,,10m,Belo Horizonte
358,27-02-2023, João Silva ,M,Notebook,3500,1,120,,Porto Alegre
359,21/05/23,Maria Souza,m,Teclado,"R$ 50,00",3,360,0:21:35,Curitiba
360,20/12/23, João Silva ,Feminino,Mouse,800,2,200,173m,Curitiba
361,2023/12/15,Maria Souza,F,Cadeira,R$800,3,150,,Rio de Janeiro
362,2023-03-22, Pedro Alves ,Masculino,Mouse,"R$ 50,00",3,10500,,Rio de Janeiro
363,2023/11/27,Carlos Lima,F,Teclado,R$1200,1,50,0:14:25,Curitiba
364,07/05/23,Ana Clara,MASCULINO,Cadeira,R$1200,3,2400,3h 11m,Curitiba
365,2023-06-17,Carlos Lima,f,Notebook,1200,3,2400,2h 3m,Rio de Janeiro
366,06-11-2023,,M,Monitor,R$3500,3,127,2:41:42,Porto Alegre
367,24-03-2023, João Silva ,Masculino,Teclado,"R$ 1.200,00",3,,,Porto Alegre
368,2023/04/22,Ana Clara,m,Notebook,"R$ 800,00",2,1569,3h 11m,Porto Alegre
369,2024/09/18,Maria Souza,f,Cadeira,"R$ 50,00",2,2400,1:43:41,Curitiba
370,11-10-2023,Carlos Lima,M,Monitor,120,2,240,92m,Belo Horizonte
371,22/10/23,Carlos Lima,F,Teclado,R$120,1,,,São Paulo
372,22-03-2024,Ana Clara,Masculino,Notebook,"R$ 1.200,00",1,831,0h 24m,Belo Horizonte
373,21-04-2023, João Silva ,MASCULINO,Monitor,"R$ 3.500,00",2,240,2:34:49,Rio de Janeiro
374,28-07-2023,,Feminino,Cadeira,R$1200,1,1200,,Porto Alegre
375,26/12/23,Carlos Lima,Masculino,Mouse,"R$ 3.500,00",2,102,2:32:19,Curitiba
376,2024-04-04, João Silva ,,Mouse,50,2,240,0h 23m,Rio de Janeiro
377,28/03/23, Pedro Alves ,F,Monitor,120,1,,0:40:02,Rio de Janeiro
378,2024/01/14,Carlos Lima,Masculino,Cadeira,3500,2,240,2:23:47,Rio de Janeiro
379,2023-12-15,,m,Cadeira,3500,3,,2h 46m,Belo Horizonte
380,18/05/23,Maria Souza,M,Teclado,"R$ 1.200,00",2,240,79m,Rio de Janeiro
381,2024-10-26, Pedro Alves ,f,Monitor,120,3,,113m,Curitiba
382,09/06/23,Carlos Lima,MASCULINO,Teclado,R$1200,1,50,0:11:54,Curitiba
383,2024/04/05, Pedro Alves ,MASCULINO,Notebook,R$1200,3,3600,132m,Rio de Janeiro
384,10/03/23,Ana Clara,Feminino,Teclado,3500,2,100,,Rio de Janeiro
385,2024-05-15,,M,Teclado,R$800,1,,0:01:52,Curitiba
386,2024/07/11,Carlos Lima,MASCULINO,Teclado,R$50,1,50,34m,Porto Alegre
387,09/06/24,Ana Clara,,Notebook,"R$ 1.200,00",2,1624,47m,Porto Alegre
388,2023/01/09,Ana Clara,,Teclado,"R$ 50,00",1,1200,,São Paulo
389,09-12-2023, João Silva ,MASCULINO,Teclado,R$1200,2,2400,1h 41m,Belo Horizonte
390,2024-02-04, Pedro Alves ,m,Monitor,800,1,50,,Porto Alegre
391,13-04-2023,Ana Clara,F,Teclado,R$120,3,,,São Paulo
392,21/12/23,Ana Clara,m,Mouse,R$3500,1,3500,37m,São Paulo
393,2023-10-15,Carlos Lima,F,Notebook,R$1200,1,50,180m,Belo Horizonte
394,2023-03-08,Maria Souza,F,Mouse,"R$ 3.500,00",3,10500,148m,Curitiba
395,24/12/23,,F,Mouse,"R$ 120,00",2,240,,Porto Alegre
396,2023/11/05,,Masculino,Notebook,R$800,2,7000,0:19:55,Curitiba
397,22-11-2024,Maria Souza,Masculino,Monitor,800,1,3500,3h 37m,Curitiba
398,20/01/24,Carlos Lima,MASCULINO,Notebook,"R$ 800,00",2,2400,1:10:46,São Paulo
399,10/08/23,Ana Clara,M,Teclado,"R$ 3.500,00",3,,0:11:21,São Paulo
400,2024/03/15, João Silva ,Masculino,Monitor,800,2,240,0:35:37,Belo Horizonte
401,2023/05/13,,Feminino,Teclado,R$50,3,,,São Paulo
402,2024-01-05,Maria Souza,Masculino,Monitor,R$50,1,,40m,Rio de Janeiro
403,11/12/23,Ana Clara,MASCULINO,Notebook,R$3500,3,10500,138m,São Paulo
404,28-02-2023, João Silva ,m,Teclado,1200,1,120,1:29:49,Porto Alegre
405,16/04/24,Carlos Lima,F,Monitor,R$800,3,2400,49m,Belo Horizonte
406,2023/07/22, João Silva ,Masculino,Cadeira,3500,2,2400,1h 25m,Belo Horizonte
407,2024/02/20,Carlos Lima,F,Mouse,R$1200,1,780,2:21:18,São Paulo
408,2024-02-09,Carlos Lima,Masculino,Mouse,R$3500,2,7000,0:40:32,São Paulo
409,2023/09/19,Ana Clara,Feminino,Mouse,120,1,800,,Porto Alegre
410,2023/10/15,Ana Clara,Masculino,Notebook,"R$ 120,00",3,360,86m,Rio de Janeiro
411,2024/07/19,Ana Clara,F,Mouse,R$3500,1,3500,,São Paulo
412,15-08-2023,,M,Teclado,120,2,1600,1:18:35,Rio de Janeiro
413,2023/10/02,,f,Notebook,3500,3,,,Belo Horizonte
414,2023-08-13, João Silva ,f,Mouse,R$120,2,240,0h 59m,Porto Alegre
415,12/10/23, João Silva ,f,Cadeira,"R$ 800,00",3,,2:08:37,Rio de Janeiro
416,22-01-2024,Maria Souza,f,Notebook,"R$ 800,00",2,7000,62m,São Paulo
417,2023-08-16,Ana Clara,F,Monitor,R$50,3,,1:52:50,São Paulo
418,22-04-2024, João Silva ,Feminino,Teclado,R$1200,3,3600,2h 14m,Rio de Janeiro
419,09/09/23,Carlos Lima,F,Cadeira,"R$ 1.200,00",2,2400,0h 49m,Curitiba
420,07/11/23, Pedro Alves ,Feminino,Mouse,800,3,2400,,Rio de Janeiro
421,2024-10-20,,,Mouse,R$800,2,7000,163m,Porto Alegre
422,16/07/23,Maria Souza,,Mouse,"R$ 800,00",3,2390,2h 5m,Belo Horizonte
423,2024-01-27,,MASCULINO,Teclado,R$120,1,50,0:58:24,Belo Horizonte
424,2023-03-23,Carlos Lima,F,Notebook,R$3500,2,1609,0h 33m,Rio de Janeiro
425,2024-05-12,,F,Cadeira,800,2,1600,0:12:21,Curitiba
426,2023/10/09, Pedro Alves ,f,Teclado,800,1,,1h 25m,Curitiba
427,19-07-2024,Ana Clara,Feminino,Mouse,"R$ 1.200,00",1,800,94m,Belo Horizonte
428,2023/01/26, João Silva ,f,Monitor,R$3500,2,240,2h 59m,Curitiba
429,08/03/24,Carlos Lima,,Teclado,"R$ 50,00",2,100,,São Paulo
430,12/09/24,Carlos Lima,m,Teclado,800,1,3500,19m,Porto Alegre
431,03-01-2023,Maria Souza,MASCULINO,Teclado,R$120,1,,47m,Belo Horizonte
432,2023-05-28,Carlos Lima,,Notebook,"R$ 50,00",2,240,85m,Belo Horizonte
433,14/05/23,,M,Monitor,3500,3,,0:24:34,Curitiba
434,2024-04-01,Maria Souza,Masculino,Mouse,R$3500,3,10500,1:30:38,Porto Alegre
435,11/03/24, Pedro Alves ,f,Cadeira,R$800,3,2387,99m,Belo Horizonte
436,28/12/23,Carlos Lima,Masculino,Mouse,"R$ 3.500,00",1,,165m,Porto Alegre
437,19/02/23,Carlos Lima,MASCULINO,Teclado,3500,2,100,2:36:10,São Paulo
438,07/02/24,Maria Souza,M,Teclado,"R$ 1.200,00",2,6964,1:02:35,Rio de Janeiro
439,05/11/24,Carlos Lima,M,Cadeira,3500,1,120,75m,Belo Horizonte
440,2023-07-23,,M,Notebook,800,3,,2h 13m,Rio de Janeiro
441,27/03/23, Pedro Alves ,Masculino,Notebook,1200,2,134,45m,Rio de Janeiro
442,13/05/23,,M,Mouse,"R$ 120,00",2,240,,Curitiba
443,16/01/23,,M,Notebook,R$800,2,,0:26:22,Belo Horizonte
444,27/12/23,Maria Souza,f,Teclado,R$3500,3,159,,Porto Alegre
445,2024/09/05,Maria Souza,Masculino,Notebook,R$1200,1,,64m,Rio de Janeiro
446,08-06-2024, Pedro Alves ,Feminino,Monitor,"R$ 3.500,00",2,95,0:59:30,Porto Alegre
447,2024-04-07,Maria Souza,MASCULINO,Teclado,120,3,,32m,Belo Horizonte
448,14-04-2024,Ana Clara,m,Notebook,50,3,360,2:58:22,Porto Alegre
449,11-05-2023,,m,Monitor,R$1200,2,,,São Paulo
450,2024/11/16,Maria Souza,F,Mouse,R$800,1,800,1h 50m,Belo Horizonte
451,11-07-2024,Carlos Lima,,Monitor,R$1200,1,1200,3h 1m,São Paulo
452,2024-12-10,Ana Clara,f,Notebook,800,2,100,96m,Curitiba
453,2024/02/15, Pedro Alves ,f,Mouse,"R$ 120,00",1,,38m,Curitiba
454,2024-04-01,,M,Notebook,800,1,,2:44:27,Curitiba
455,08/05/23,,Feminino,Notebook,R$800,1,1200,0:09:37,Belo Horizonte
456,08/12/24,,m,Notebook,3500,1,831,,Curitiba
457,28/02/24, João Silva ,m,Mouse,50,3,360,2:21:43,Belo Horizonte
458,05/07/23, João Silva ,Feminino,Cadeira,R$3500,2,100,126m,Porto Alegre
459,09-05-2023, João Silva ,Feminino,Mouse,1200,3,140,,Rio de Janeiro
460,23/03/24,Carlos Lima,m,Teclado,3500,2,230,,Rio de Janeiro
461,2023-01-27,,MASCULINO,Monitor,"R$ 50,00",3,10500,,Belo Horizonte
462,04/12/24,Maria Souza,m,Monitor,R$50,1,3500,,São Paulo
463,13-03-2024,Ana Clara,F,Cadeira,R$120,2,,2h 56m,São Paulo
464,08-02-2024, Pedro Alves ,F,Mouse,R$800,1,50,,São Paulo
465,2023/09/16,Ana Clara,MASCULINO,Notebook,"R$ 120,00",2,100,0:36:05,Rio de Janeiro
466,16/06/24,Ana Clara,F,Notebook,R$800,2,,,São Paulo
467,2024-05-11,Ana Clara,m,Monitor,R$1200,2,240,3h 42m,São Paulo
468,16-03-2024, Pedro Alves ,Masculino,Teclado,R$50,2,100,0h 27m,Porto Alegre
469,20/11/23, João Silva ,m,Cadeira,"R$ 50,00",1,1200,156m,Curitiba
470,2023-07-02,,MASCULINO,Mouse,"R$ 3.500,00",2,100,0:28:37,São Paulo
471,2024/04/27,Carlos Lima,M,Mouse,"R$ 800,00",2,7000,,Rio de Janeiro
472,01/09/23,Maria Souza,F,Monitor,"R$ 800,00",2,7000,2:35:48,Porto Alegre
473,24-11-2023, João Silva ,Feminino,Cadeira,"R$ 800,00",3,150,2h 45m,Belo Horizonte
474,15-09-2023, João Silva ,MASCULINO,Notebook,R$800,1,120,,Porto Alegre
475,17-10-2023,,MASCULINO,Teclado,"R$ 3.500,00",1,,2h 2m,Rio de Janeiro
476,12-08-2024, João Silva ,M,Teclado,R$1200,1,1235,1:30:39,Belo Horizonte
477,2024/06/27, João Silva ,Feminino,Notebook,"R$ 1.200,00",2,,24m,São Paulo
478,2023/01/05,Maria Souza,M,Teclado,3500,2,,2h 10m,Rio de Janeiro
479,11/02/24,Carlos Lima,m,Mouse,R$50,1,,85m,Belo Horizonte
480,2023-03-24,Ana Clara,Feminino,Monitor,120,3,,45m,Curitiba
481,20-11-2023, Pedro Alves ,F,Teclado,R$800,1,120,,Rio de Janeiro
482,15-06-2024,Ana Clara,M,Notebook,50,2,100,161m,São Paulo
483,2023/01/02,Maria Souza,M,Monitor,"R$ 800,00",2,7000,81m,Rio de Janeiro
484,13-11-2023,Maria Souza,m,Monitor,"R$ 1.200,00",1,120,149m,Rio de Janeiro
485,14-09-2023,Ana Clara,f,Mouse,"R$ 3.500,00",2,1600,3h 55m,Curitiba
486,02/03/23,Ana Clara,Masculino,Monitor,R$120,2,7000,172m,São Paulo
487,2023-07-26, Pedro Alves ,M,Monitor,R$800,2,7000,2:42:53,Porto Alegre
488,2024-07-14,Ana Clara,Masculino,Teclado,R$120,1,120,2:51:43,Rio de Janeiro
489,2023/06/08, Pedro Alves ,F,Mouse,R$120,1,3500,0:00:31,Porto Alegre
490,12-10-2024, Pedro Alves ,F,Notebook,50,2,240,88m,Porto Alegre
491,2024/02/14,Carlos Lima,Masculino,Mouse,R$800,3,2400,0h 16m,Belo Horizonte
492,2023-08-05,Ana Clara,MASCULINO,Monitor,"R$ 3.500,00",1,50,0:46:20,São Paulo
493,2023/08/23, João Silva ,M,Mouse,R$120,3,2400,2:44:12,São Paulo
494,2024/03/12,Carlos Lima,M,Cadeira,120,2,1563,,Belo Horizonte
495,19-05-2024, João Silva ,MASCULINO,Cadeira,"R$ 120,00",3,150,,Belo Horizonte
496,02/10/23, Pedro Alves ,MASCULINO,Mouse,800,2,240,1h 23m,São Paulo
497,2024/11/06,Carlos Lima,F,Notebook,800,2,7000,122m,São Paulo
498,2024-02-21, João Silva ,Feminino,Cadeira,120,1,3500,,Belo Horizonte
499,22/04/23, João Silva ,MASCULINO,Teclado,50,1,143,0h 56m,São Paulo
500,2023/11/12, Pedro Alves ,f,Teclado,R$1200,3,,0:09:23,Curitiba
501,14-06-2023,,,Monitor,"R$ 120,00",3,10500,,Rio de Janeiro
502,2024-02-13,Maria Souza,MASCULINO,Teclado,R$120,1,3500,49m,Curitiba
503,26-09-2023,Carlos Lima,m,Cadeira,R$3500,2,,1:24:29,Belo Horizonte
504,2024/03/28,,,Mouse,800,1,,1:21:49,Curitiba
505,2023/11/07,,m,Notebook,1200,1,,1h 0m,Curitiba
506,28-09-2024, João Silva ,M,Mouse,"R$ 50,00",1,1174,,Belo Horizonte
507,2023-01-03,Ana Clara,M,Mouse,"R$ 120,00",1,120,50m,São Paulo
508,16/06/23,Maria Souza,MASCULINO,Cadeira,800,3,,72m,Belo Horizonte
509,2024-10-10,Ana Clara,f,Mouse,"R$ 50,00",3,10500,,Belo Horizonte
510,2024-08-04,Ana Clara,MASCULINO,Cadeira,"R$ 800,00",2,100,172m,Belo Horizonte
511,2023-11-26,Maria Souza,M,Teclado,R$50,3,150,2:29:25,Porto Alegre
512,2023-08-14,Ana Clara,F,Teclado,"R$ 800,00",2,113,,Curitiba
513,15/07/23, Pedro Alves ,Feminino,Cadeira,800,3,10500,,Rio de Janeiro
514,2024-07-13, João Silva ,Masculino,Notebook,R$1200,2,2400,1h 40m,São Paulo
515,12/02/23,Maria Souza,Feminino,Teclado,"R$ 50,00",3,10500,2:55:03,Curitiba
516,06/01/24,Ana Clara,F,Monitor,R$800,3,,116m,Curitiba
517,14/12/23, Pedro Alves ,f,Notebook,R$3500,2,2400,,Rio de Janeiro
518,2024-08-08, Pedro Alves ,m,Teclado,"R$ 120,00",3,2400,,Belo Horizonte
519,15/10/24,Maria Souza,Masculino,Monitor,R$3500,1,50,,Rio de Janeiro
520,04-01-2023,Carlos Lima,Masculino,Monitor,R$800,1,,1h 3m,Belo Horizonte
521,09-11-2023,,f,Mouse,R$120,2,7000,,Curitiba
522,08-08-2023, João Silva ,f,Teclado,"R$ 1.200,00",3,10500,2h 52m,São Paulo
523,2023/12/13, Pedro Alves ,Masculino,Monitor,"R$ 800,00",3,3569,,Rio de Janeiro
524,2024/10/23,Carlos Lima,F,Notebook,120,2,2400,1:59:59,São Paulo
525,06/08/24,Ana Clara,,Teclado,3500,1,800,,Porto Alegre
526,15/10/24,Ana Clara,f,Notebook,R$120,1,130,2:26:35,Belo Horizonte
527,19-04-2024, Pedro Alves ,F,Mouse,"R$ 3.500,00",2,7044,2h 5m,Rio de Janeiro
528,2023-09-06,,f,Cadeira,R$120,3,2400,,Rio de Janeiro
529,2023/02/26,Maria Souza,m,Notebook,"R$ 1.200,00",3,2400,0:28:58,Porto Alegre
530,2024/02/04,,m,Mouse,R$1200,2,7000,106m,Belo Horizonte
531,22-11-2023,Ana Clara,Feminino,Teclado,R$1200,1,120,84m,Belo Horizonte
532,2023/05/14,,MASCULINO,Monitor,R$3500,1,1200,1:30:01,Rio de Janeiro
533,2023/10/06, João Silva ,M,Notebook,R$1200,3,150,2h 44m,Belo Horizonte
534,2024/11/13, Pedro Alves ,MASCULINO,Monitor,120,1,1200,72m,Porto Alegre
535,25/12/23, Pedro Alves ,M,Notebook,"R$ 50,00",2,1600,109m,Curitiba
536,2024/02/18,Maria Souza,Masculino,Cadeira,50,1,23,1h 15m,Rio de Janeiro
537,2023-03-04, João Silva ,f,Monitor,3500,3,3600,2h 47m,São Paulo
538,20/04/23,,Masculino,Notebook,R$120,2,7000,2h 29m,Belo Horizonte
539,2023-03-15, Pedro Alves ,f,Cadeira,"R$ 120,00",2,,0:12:16,Porto Alegre
540,02-03-2023,,M,Monitor,R$800,1,1200,2:49:44,Rio de Janeiro
541,27-04-2024,Ana Clara,M,Cadeira,R$3500,2,,2:15:28,Curitiba
542,2023-11-13, João Silva ,Feminino,Teclado,1200,2,,2h 11m,Belo Horizonte
543,20-04-2024,Ana Clara,Masculino,Mouse,R$1200,1,120,,Rio de Janeiro
544,2023/06/14,Carlos Lima,,Teclado,800,2,2400,150m,São Paulo
545,22-12-2024, Pedro Alves ,m,Mouse,"R$ 120,00",3,150,1:18:24,São Paulo
546,26-12-2024, João Silva ,,Notebook,R$3500,1,3473,,Rio de Janeiro
547,26/10/23,Maria Souza,Feminino,Cadeira,R$800,3,10500,2h 5m,Rio de Janeiro
548,17/11/23,,F,Cadeira,1200,2,6971,3h 22m,Curitiba
549,2024-01-17, João Silva ,m,Cadeira,"R$ 3.500,00",2,1603,,Belo Horizonte
550,27/05/23,Ana Clara,m,Cadeira,R$120,1,1200,2h 15m,Rio de Janeiro
551,2024/09/07,Maria Souza,M,Teclado,"R$ 3.500,00",3,,1:05:20,Porto Alegre
552,19/02/23,Ana Clara,MASCULINO,Notebook,R$3500,3,10500,0:15:33,Porto Alegre
553,10/03/24,Ana Clara,M,Notebook,120,3,,80m,Rio de Janeiro
554,14-07-2023, João Silva ,m,Mouse,"R$ 50,00",3,150,155m,Rio de Janeiro
555,25-10-2023, Pedro Alves ,M,Mouse,"R$ 1.200,00",1,3500,168m,Curitiba
556,25/09/23,Carlos Lima,M,Mouse,R$120,3,10500,127m,Belo Horizonte
557,24/12/24, João Silva ,f,Notebook,50,2,2400,2:37:23,Belo Horizonte
558,2023/01/18, João Silva ,M,Notebook,"R$ 120,00",2,100,0h 54m,Curitiba
559,2024-01-11,,Feminino,Mouse,R$800,1,794,0:09:33,São Paulo
560,02-11-2024,Maria Souza,Masculino,Teclado,R$800,3,,116m,Rio de Janeiro
561,2023/06/11,Maria Souza,MASCULINO,Cadeira,50,2,1600,115m,Curitiba
562,2024/03/23,Ana Clara,f,Monitor,"R$ 120,00",3,2401,0h 38m,Belo Horizonte
563,10/04/24,Maria Souza,MASCULINO,Teclado,"R$ 3.500,00",2,100,21m,Curitiba
564,11-07-2023, Pedro Alves ,M,Teclado,"R$ 1.200,00",1,1200,160m,São Paulo
565,10-07-2024,Ana Clara,F,Notebook,R$800,3,150,1:19:19,Curitiba
566,2023/02/12,Maria Souza,F,Monitor,50,1,86,0h 25m,Porto Alegre
567,05/08/24,Maria Souza,Feminino,Notebook,"R$ 1.200,00",2,7000,1h 41m,Porto Alegre
568,2024-12-21,Carlos Lima,Feminino,Teclado,"R$ 800,00",3,,,Rio de Janeiro
569,14-03-2023,Ana Clara,M,Monitor,"R$ 3.500,00",3,150,0:45:31,Belo Horizonte
570,2024-11-28,Carlos Lima,M,Notebook,120,2,240,2h 8m,São Paulo
571,19/03/23, Pedro Alves ,MASCULINO,Teclado,R$3500,1,800,1h 8m,Porto Alegre
572,2023/03/03,Carlos Lima,,Monitor,R$120,3,,2h 0m,Rio de Janeiro
573,13-12-2024, João Silva ,m,Notebook,800,2,,1h 16m,Curitiba
574,2023-02-09,,,Mouse,"R$ 3.500,00",2,2384,63m,Curitiba
575,12-11-2023,Maria Souza,m,Monitor,R$120,1,1200,2h 22m,São Paulo
576,10/12/23, Pedro Alves ,F,Mouse,1200,1,120,1:31:32,São Paulo
577,2024-11-07,,M,Cadeira,"R$ 3.500,00",2,7000,,Rio de Janeiro
578,19-01-2024,Ana Clara,MASCULINO,Notebook,800,2,7000,2h 8m,São Paulo
579,12/07/24,Ana Clara,,Cadeira,800,3,360,1h 55m,São Paulo
580,2023-09-28,Ana Clara,F,Teclado,50,3,150,1h 14m,Curitiba
581,13-03-2023, João Silva ,,Cadeira,"R$ 800,00",2,264,1h 37m,Belo Horizonte
582,07-08-2023,Ana Clara,MASCULINO,Teclado,R$3500,2,240,157m,Curitiba
583,10-01-2024,Carlos Lima,m,Cadeira,"R$ 50,00",3,,0:31:48,Belo Horizonte
584,25-11-2023,,,Monitor,"R$ 120,00",3,10500,139m,Curitiba
585,04/07/24,Maria Souza,M,Mouse,R$800,3,360,1:39:58,Rio de Janeiro
586,10/02/23,Ana Clara,Masculino,Mouse,120,2,,25m,São Paulo
587,2024/03/20, João Silva ,,Mouse,3500,3,150,,Belo Horizonte
588,2024-07-02, João Silva ,Masculino,Teclado,R$50,2,269,,São Paulo
589,2023-08-27,Carlos Lima,Masculino,Notebook,R$800,2,240,2:07:33,São Paulo
590,11-12-2023,Maria Souza,MASCULINO,Notebook,"R$ 120,00",1,800,,Rio de Janeiro
591,2024-07-01, Pedro Alves ,f,Notebook,"R$ 50,00",1,43,2h 32m,Porto Alegre
592,2024/02/18,Maria Souza,F,Mouse,50,1,1154,124m,Rio de Janeiro
593,03/06/24,Ana Clara,F,Cadeira,"R$ 800,00",2,,0h 54m,Curitiba
594,2024/09/21,,F,Mouse,120,3,158,,Belo Horizonte
595,10/11/24, Pedro Alves ,f,Mouse,3500,2,240,1:02:20,Curitiba
596,05/12/23, Pedro Alves ,F,Notebook,R$120,1,,,São Paulo
597,26-01-2023,Ana Clara,m,Notebook,R$3500,2,100,,Belo Horizonte
598,2024/12/25, João Silva ,m,Mouse,"R$ 50,00",1,120,,Rio de Janeiro
599,22/10/24,Carlos Lima,F,Teclado,R$800,2,1600,1h 18m,Curitiba
600,28-06-2024,Maria Souza,,Monitor,R$3500,2,1554,150m,Curitiba
601,03-01-2024, Pedro Alves ,m,Monitor,800,2,100,,Curitiba
602,2023-02-18,,MASCULINO,Notebook,R$800,1,1200,2h 13m,Belo Horizonte
603,21-11-2023,Ana Clara,m,Mouse,"R$ 800,00",1,3500,,Belo Horizonte
604,08-04-2024, Pedro Alves ,m,Mouse,R$3500,1,,99m,São Paulo
605,25/03/23,Maria Souza,Feminino,Teclado,3500,3,10524,,Curitiba
606,2024/01/21,,Masculino,Notebook,R$3500,3,2400,1:27:33,São Paulo
607,20/09/23,Ana Clara,f,Teclado,800,2,2400,127m,Belo Horizonte
608,10/12/24, Pedro Alves ,M,Mouse,50,2,1600,117m,Rio de Janeiro
609,05/03/23, Pedro Alves ,f,Mouse,1200,2,7000,3h 10m,São Paulo
610,10/01/24,,Feminino,Monitor,R$120,1,50,2h 45m,Curitiba
611,2024-06-20, João Silva ,MASCULINO,Teclado,120,2,142,,Rio de Janeiro
612,2024/07/24,,M,Monitor,3500,3,,130m,Curitiba
613,2024/02/08, Pedro Alves ,m,Teclado,120,2,2400,,São Paulo
614,2023-05-22,Ana Clara,F,Notebook,1200,3,10500,,Curitiba
615,2024-09-05, João Silva ,m,Monitor,R$50,1,50,14m,Rio de Janeiro
616,22/12/23,,,Teclado,1200,3,10500,42m,Rio de Janeiro
617,25-12-2024, João Silva ,M,Teclado,3500,1,3500,67m,Curitiba
618,21-07-2023,Maria Souza,,Teclado,R$3500,3,3600,0:41:13,Porto Alegre
619,24/05/23,Carlos Lima,f,Monitor,R$50,1,3500,,Porto Alegre
620,24-06-2023, Pedro Alves ,F,Cadeira,R$120,3,,0:40:19,Belo Horizonte
